target,cue,frequency,
"Tuch	Schmuck	1",,,
"Tuch	trocken	1",,,
"Tuch	Anzug	1",,,
"Tuch	abtrocknen	1",,,
"Tuch	Badezimmer	1",,,
"Tuch	Adel	1",,,
"Tür	Haus	12",,,
"Tür	Klinke	9",,,
"Tür	Eingang	8",,,
"Tür	öffnen	5",,,
"Tür	Schlüssel	5",,,
"Tür	schließen	4",,,
"Tür	Schloss	3",,,
"Tür	Rahmen	3",,,
"Tür	Holz	3",,,
"Tür	Ausgang	2",,,
"Tür	offen	2",,,
"Tür	Durchgang	2",,,
"Tür	knallen	2",,,
"Tür	Sicherheit	2",,,
"Tür	Zimmer	2",,,
"Tür	Glas	1",,,
"Tür	Viereck	1",,,
"Tür	Öffnung	1",,,
"Tür	Herz	1",,,
"Tür	Schwelle	1",,,
"Tür	abschließen	1",,,
"Tür	geschlossen	1",,,
"Tür	Schlüsselloch	1",,,
"Tür	Pforte	1",,,
"Tür	eintreten	1",,,
"Tür	Türklinke	1",,,
"Tür	zu	1",,,
"Tür	Übergang	1",,,
"Tür	zuschmeißen	1",,,
"Tür	Tor	1",,,
"Tür	braun	1",,,
"Tür	draußen	1",,,
"Tür	schlagen	1",,,
"Tür	Türrahmen	1",,,
"Tür	verschließen	1",,,
"Tür	Klingel	1",,,
"Tür	Massiv	1",,,
"Tür	Hand	1",,,
"Tür	absperren	1",,,
"Türklinke	öffnen	11",,,
"Türklinke	Tür	9",,,
"Türklinke	drücken	8",,,
"Türklinke	Metall	8",,,
"Türklinke	Haus	5",,,
"Türklinke	Schloss	4",,,
"Türklinke	Messing	4",,,
"Türklinke	Schlüssel	4",,,
"Türklinke	Eingang	3",,,
"Türklinke	schließen	3",,,
"Türklinke	eintreten	2",,,
"Türklinke	Wohnung	2",,,
"Türklinke	kalt	2",,,
"Türklinke	Hand	2",,,
"Türklinke	Verschluss	1",,,
"Türklinke	glatt	1",,,
"Türklinke	Stuhl	1",,,
"Türklinke	Knauf	1",,,
"Türklinke	hinunterdrücken	1",,,
"Türklinke	offen	1",,,
"Türklinke	herunterdrücken	1",,,
"Türklinke	hinausgehen	1",,,
"Türklinke	Fenster	1",,,
"Türklinke	putzen	1",,,
"Türklinke	Türfalle	1",,,
"Türklinke	Bolzen	1",,,
"Türklinke	Hände	1",,,
"Türklinke	zu	1",,,
"Türklinke	Keime	1",,,
"Türklinke	abmontieren	1",,,
"Türklinke	Winkel	1",,,
"Türklinke	silbern	1",,,
"Türklinke	auf	1",,,
"Türklinke	schwer	1",,,
"Uhr	Zeit	44",,,
"Uhr	Zeiger	22",,,
"Uhr	ticken	8",,,
"Uhr	Armband	6",,,
"Uhr	Armbanduhr	6",,,
"Uhr	Wecker	5",,,
"Uhr	Stunde	5",,,
"Uhr	digital	5",,,
"Uhr	Minute	4",,,
"Uhr	Ziffernblatt	4",,,
"Uhr	Uhrzeit	3",,,
"Uhr	Arm	3",,,
"Uhr	pünktlich	3",,,
"Uhr	Kuckucksuhr	3",,,
"Uhr	Zeitmesser	2",,,
"Uhr	Mittag	2",,,
"Uhr	messen	2",,,
"Uhr	spät	2",,,
"Uhr	Sekunde	2",,,
"Uhr	Mechanik	2",,,
"Uhr	Gong	1",,,
"Uhr	genau	1",,,
"Uhr	ticktack	1",,,
"Uhr	Chronometer	1",,,
"Uhr	Eleganz	1",,,
"Uhr	Uhrmacher	1",,,
"Uhr	Glocke	1",,,
"Uhr	Zeitanzeiger	1",,,
"Uhr	Sekunden	1",,,
"Uhr	Pünktlichkeit	1",,,
"Uhr	Handgelenk	1",,,
"Uhr	Breitling	1",,,
"Uhr	sonnen	1",,,
"Uhr	Rolex	1",,,
"Uhr	Morgen	1",,,
"Uhr	Acht	1",,,
"Uhr	Wanduhr	1",,,
"Uhr	aufziehen	1",,,
"Uhr	halb	1",,,
"Uhr	Batterie	1",,,
"Uhr	Kuckuck	1",,,
"Uhr	Band	1",,,
"Uhr	Nachmittag	1",,,
"Uhr	Pendel	1",,,
"Uhr	analog	1",,,
"Uhr	Bahnhof	1",,,
"Uhr	Früh	1",,,
"Uhr	Schmuckstück	1",,,
"Uhr	Standuhr	1",,,
"Uhr	Uhrwerk	1",,,
"Uhr	Sonnenuhr	1",,,
"Uhr	rund	1",,,
"Uhr	Schmuck	1",,,
"Uhr	ablesen	1",,,
"Uhr	Möbelstück	1",,,
"Uhr	Minuten	1",,,
"Uhr	Tod	1",,,
"Vanille	Eis	21",,,
"Vanille	Schote	8",,,
"Vanille	Pudding	5",,,
"Vanille	Gewürz	4",,,
"Vanille	Bourbon	4",,,
"Vanille	Aroma	4",,,
"Vanille	gelb	4",,,
"Vanille	backen	3",,,
"Vanille	lecker	2",,,
"Vanille	Genuss	2",,,
"Vanille	teuer	2",,,
"Vanille	Schokolade	2",,,
"Vanille	Creme	2",,,
"Vanille	süß	2",,,
"Vanille	Milchshake	1",,,
"Vanille	Blüte	1",,,
"Vanille	Zimt	1",,,
"Vanille	milchig	1",,,
"Vanille	Kuchen	1",,,
"Vanille	Donuts	1",,,
"Vanille	Soße	1",,,
"Vanille	Zutat	1",,,
"Vanille	Duft	1",,,
"Vanille	Kipferl	1",,,
"Vanille	Geschmack	1",,,
"Vanille	schwarz	1",,,
"Vanille	Yoghurt	1",,,
"Vanille	Vanilleschote	1",,,
"Vanille	essen	1",,,
"Vanille	Speise	1",,,
"Vanille	Eiscreme	1",,,
"Vanille	Glacé	1",,,
"Vanille	Stange	1",,,
"Vanille	Frucht	1",,,
"Vanille	Orient	1",,,
"Vanille	künstlich	1",,,
"Vanille	Weihnachten	1",,,
"Vanilleeis	Sommer	15",,,
"Vanilleeis	kalt	12",,,
"Vanilleeis	lecker	9",,,
"Vanilleeis	Waffel	5",,,
"Vanilleeis	Schokolade	5",,,
"Vanilleeis	Eisdiele	4",,,
"Vanilleeis	Milch	3",,,
"Vanilleeis	Erdbeere	2",,,
"Vanilleeis	beliebt	2",,,
"Vanilleeis	Kinder	2",,,
"Vanilleeis	süß	2",,,
"Vanilleeis	Strand	1",,,
"Vanilleeis	Verkaufsstand	1",,,
"Vanilleeis	Rhein	1",,,
"Vanilleeis	heiß	1",,,
"Vanilleeis	Fett	1",,,
"Vanilleeis	schlecken	1",,,
"Vanilleeis	Schokoladensoße	1",,,
"Vanilleeis	Erdbeeren	1",,,
"Vanilleeis	Stiel	1",,,
"Vanilleeis	Bourbon	1",,,
"Vanilleeis	Hitze	1",,,
"Vanilleeis	Standard	1",,,
"Vanilleeis	schwarz	1",,,
"Vanilleeis	Schokoladeneis	1",,,
"Vanilleeis	Himbeeren	1",,,
"Vanilleeis	Italiener	1",,,
"Vanilleeis	Hörnchen	1",,,
"Vanilleeis	Himbeer	1",,,
"Vanilleeis	Straßenverkauf	1",,,
"Vanilleeis	cremig	1",,,
"Vanilleeis	Schokosoße	1",,,
"Vanilleeis	ok	1",,,
"Vanilleeis	lecken	1",,,
"Vanilleeis	Sahne	1",,,
"Vanilleeis	genießen	1",,,
"Vanilleeis	Kindheit	1",,,
"Vanilleeis	Eisbecher	1",,,
"Vanilleeis	Nachspeise	1",,,
"Vase	Blumen	22",,,
"Vase	Wasser	16",,,
"Vase	Blume	7",,,
"Vase	Glas	6",,,
"Vase	Porzellan	5",,,
"Vase	Tisch	5",,,
"Vase	Dekoration	3",,,
"Vase	Geburtstag	2",,,
"Vase	gießen	2",,,
"Vase	zerbrechlich	1",,,
"Vase	Farbe	1",,,
"Vase	Gesteck	1",,,
"Vase	Pflanzengefäß	1",,,
"Vase	Ming-Dynastie	1",,,
"Vase	wertvoll	1",,,
"Vase	Strauß	1",,,
"Vase	Schalen	1",,,
"Vase	Krankenhaus	1",,,
"Vase	abstellen	1",,,
"Vase	Verzierung	1",,,
"Vase	Pflanze	1",,,
"Vase	umfallen	1",,,
"Vase	Tischschmuck	1",,,
"Vase	Sommer	1",,,
"Vase	Fensterbank	1",,,
"Vase	Blumenvase	1",,,
"Vase	Keramik	1",,,
"Vase	Glasvase	1",,,
"Vase	gut	1",,,
"Visite	Arzt	24",,,
"Visite	Krankenhaus	21",,,
"Visite	Besuch	10",,,
"Visite	besuchen	3",,,
"Visite	Schwester	3",,,
"Visite	Patient	3",,,
"Visite	Untersuchung	2",,,
"Visite	Praxis	1",,,
"Visite	Papst	1",,,
"Visite	Kittel	1",,,
"Visite	Klemmbretter	1",,,
"Visite	Schmerzen	1",,,
"Visite	KLemmbrett	1",,,
"Visite	unerwünscht	1",,,
"Visite	unangenehm	1",,,
"Visite	Operation	1",,,
"Visite	Ärzte	1",,,
"Visite	Gefängnis	1",,,
"Visite	Doktor	1",,,
"Visite	Krankenbesuch	1",,,
"Visite	Latein	1",,,
"Visite	Termin	1",,,
"Visite	telefonieren	1",,,
"Visite	Diagnose	1",,,
"Visite	Chefarzt	1",,,
"Visite	krank	1",,,
"Visite	Stipp	1",,,
"Visite	Karte	1",,,
"Visite	offiziell	1",,,
"Visitenkarte	Geschäft	7",,,
"Visitenkarte	Adresse	7",,,
"Visitenkarte	Kontakt	5",,,
"Visitenkarte	Business	5",,,
"Visitenkarte	Name	5",,,
"Visitenkarte	Geschäftsmann	3",,,
"Visitenkarte	Papier	3",,,
"Visitenkarte	geschäftlich	3",,,
"Visitenkarte	Telefonnummer	3",,,
"Visitenkarte	Kontakte	2",,,
"Visitenkarte	Arbeit	2",,,
"Visitenkarte	Beruf	2",,,
"Visitenkarte	Firma	2",,,
"Visitenkarte	überflüssig	2",,,
"Visitenkarte	klein	2",,,
"Visitenkarte	Anzug	2",,,
"Visitenkarte	schick	1",,,
"Visitenkarte	geben	1",,,
"Visitenkarte	Wiedersehen	1",,,
"Visitenkarte	Status	1",,,
"Visitenkarte	Geschäftsbeziehung	1",,,
"Visitenkarte	Druckerei	1",,,
"Visitenkarte	Email	1",,,
"Visitenkarte	Finger	1",,,
"Visitenkarte	persönlich	1",,,
"Visitenkarte	Geschäftsbesuch	1",,,
"Visitenkarte	wichtigtuerisch	1",,,
"Visitenkarte	auszeichnet	1",,,
"Visitenkarte	Namen	1",,,
"Visitenkarte	Informationen	1",,,
"Visitenkarte	weiß	1",,,
"Visitenkarte	Begegnung	1",,,
"Visitenkarte	Auskunft	1",,,
"Visitenkarte	kaufen	1",,,
"Visitenkarte	Oscar_Smith	1",,,
"Visitenkarte	Ansehen	1",,,
"Visitenkarte	Geld	1",,,
"Visitenkarte	Angeber	1",,,
"Visitenkarte	Termin	1",,,
"Visitenkarte	Manager	1",,,
"Visitenkarte	Vertreter	1",,,
"Visitenkarte	professionell	1",,,
"Visitenkarte	herzeigen	1",,,
"Visitenkarte	Industrie	1",,,
"Visitenkarte	Geschäfte	1",,,
"Visitenkarte	Büro	1",,,
"Vogel	fliegen	20",,,
"Vogel	Nest	8",,,
"Vogel	Flügel	6",,,
"Vogel	zwitschern	6",,,
"Vogel	Feder	5",,,
"Vogel	Schnabel	5",,,
"Vogel	Federn	4",,,
"Vogel	Käfig	4",,,
"Vogel	Amsel	2",,,
"Vogel	Himmel	2",,,
"Vogel	frei	2",,,
"Vogel	Vogelkäfig	1",,,
"Vogel	Vogelfutter	1",,,
"Vogel	picken	1",,,
"Vogel	Würmer	1",,,
"Vogel	Ei	1",,,
"Vogel	Sand	1",,,
"Vogel	Typ	1",,,
"Vogel	Sommer	1",,,
"Vogel	Gezwitscher	1",,,
"Vogel	niedlich	1",,,
"Vogel	flattern	1",,,
"Vogel	Sturm	1",,,
"Vogel	Park	1",,,
"Vogel	piepsen	1",,,
"Vogel	Freiheit	1",,,
"Vogel	Tier	1",,,
"Vogel	Wald	1",,,
"Vogel	Rotkehlchen	1",,,
"Vogel	klein	1",,,
"Vogel	Spatz	1",,,
"Vogel	Spatzerl	1",,,
"Vogel	Feuer	1",,,
"Vogel	Vogelgrippe	1",,,
"Vogelhaus	Winter	12",,,
"Vogelhaus	Baum	7",,,
"Vogelhaus	Futter	6",,,
"Vogelhaus	Holz	5",,,
"Vogelhaus	Garten	4",,,
"Vogelhaus	füttern	4",,,
"Vogelhaus	Vögel	3",,,
"Vogelhaus	Vogel	3",,,
"Vogelhaus	Körner	3",,,
"Vogelhaus	Schutz	3",,,
"Vogelhaus	brüten	2",,,
"Vogelhaus	Korn	2",,,
"Vogelhaus	Fressen	1",,,
"Vogelhaus	Rabe	1",,,
"Vogelhaus	Vogelnest	1",,,
"Vogelhaus	Spatzen	1",,,
"Vogelhaus	Futterstelle	1",,,
"Vogelhaus	Meise	1",,,
"Vogelhaus	Zoo	1",,,
"Vogelhaus	Sonnenblumenkerne	1",,,
"Vogelhaus	fliegen	1",,,
"Vogelhaus	Küken	1",,,
"Vogelhaus	Käfig	1",,,
"Vogelhaus	Federn	1",,,
"Vogelhaus	Loch	1",,,
"Vogelhaus	Katze	1",,,
"Vogelhaus	Eichhörnchen	1",,,
"Vogelhaus	weiß	1",,,
"Vogelhaus	Urin	1",,,
"Vogelhaus	Kuckuck	1",,,
"Vogelhaus	Feder	1",,,
"Vogelhaus	Ast	1",,,
"Vogelhaus	Kerner	1",,,
"Vogelhaus	Nest	1",,,
"Vogelhaus	Schneemann	1",,,
"Vogelhaus	zwitschern	1",,,
"Vogelhaus	Eier	1",,,
"Vogelhaus	bauen	1",,,
"Vogelhaus	Samen	1",,,
"Vogelhaus	Spatz	1",,,
"Vogelhaus	klein	1",,,
"Vogelhaus	Meisenknödel	1",,,
"Vogelhaus	Gitter	1",,,
"Vogelhaus	Brut	1",,,
"Vogelkäfig	Gitter	9",,,
"Vogelkäfig	Wellensittich	7",,,
"Vogelkäfig	Papagei	6",,,
"Vogelkäfig	Vogel	5",,,
"Vogelkäfig	Kanarienvogel	4",,,
"Vogelkäfig	Haustier	4",,,
"Vogelkäfig	Sand	3",,,
"Vogelkäfig	eingesperrt	3",,,
"Vogelkäfig	Körner	3",,,
"Vogelkäfig	einsperren	3",,,
"Vogelkäfig	Voliere	2",,,
"Vogelkäfig	tragen	2",,,
"Vogelkäfig	Zoo	2",,,
"Vogelkäfig	gefangen	2",,,
"Vogelkäfig	Wohnzimmer	2",,,
"Vogelkäfig	Gefängnis	2",,,
"Vogelkäfig	Stange	2",,,
"Vogelkäfig	Futter	2",,,
"Vogelkäfig	öffnen	1",,,
"Vogelkäfig	Wasser	1",,,
"Vogelkäfig	fliegen	1",,,
"Vogelkäfig	Käfigtür	1",,,
"Vogelkäfig	Gezwitscher	1",,,
"Vogelkäfig	Flügel	1",,,
"Vogelkäfig	Drahtgitter	1",,,
"Vogelkäfig	Geräusch	1",,,
"Vogelkäfig	Tür	1",,,
"Vogelkäfig	Feder	1",,,
"Vogelkäfig	kaufen	1",,,
"Vogelkäfig	Cuckoo	1",,,
"Vogelkäfig	zwitschern	1",,,
"Vogelkäfig	Wohnung	1",,,
"Vogelkäfig	Sonnenstrahlen	1",,,
"Vogelkäfig	golden	1",,,
"Vogelkäfig	Schwingen	1",,,
"Vogelkäfig	Vogelsand	1",,,
"Vogelkäfig	Sittich	1",,,
"Vogelkäfig	Sitzstange	1",,,
"Vogelkäfig	Schnabel	1",,,
"Vogelkäfig	singen	1",,,
"Waage	Gewicht	18",,,
"Waage	wiegen	5",,,
"Waage	messen	5",,,
"Waage	Kilogramm	4",,,
"Waage	Sternzeichen	4",,,
"Waage	Kilo	3",,,
"Waage	Küche	3",,,
"Waage	Diät	2",,,
"Waage	abnehmen	2",,,
"Waage	Wasser	2",,,
"Waage	Übergewicht	2",,,
"Waage	Bad	2",,,
"Waage	Person	2",,,
"Waage	kochen	2",,,
"Waage	Gleichgewicht	2",,,
"Waage	dick	2",,,
"Waage	Balkenwaage	1",,,
"Waage	Ausgeglichenheit	1",,,
"Waage	Gewicht_von_LKWs_mit_Beiladung	1",,,
"Waage	Metzger	1",,,
"Waage	wenig	1",,,
"Waage	Kofferwaage	1",,,
"Waage	Gewicht_vom_Menschen	1",,,
"Waage	Gerechtigkeit	1",,,
"Waage	Anzeige	1",,,
"Waage	Toilette	1",,,
"Waage	Skala	1",,,
"Waage	fett	1",,,
"Waage	Sonne	1",,,
"Waage	Jurisprudenz	1",,,
"Waage	digital	1",,,
"Waage	Personenwaage	1",,,
"Waage	Sternbild	1",,,
"Waage	Ziffern	1",,,
"Waage	Wasserwaage	1",,,
"Waage	Gericht	1",,,
"Waage	morgen	1",,,
"Waage	Balance	1",,,
"Waage	Zünglein	1",,,
"Waage	Zahlen	1",,,
"Waage	Gewichte	1",,,
"Waage	Wiegen	1",,,
"Waage	Tante_Emma_Laden	1",,,
"Waage	gut	1",,,
"Waage	Markt	1",,,
"Wal	Meer	13",,,
"Wal	groß	8",,,
"Wal	Säugetier	7",,,
"Wal	Fisch	7",,,
"Wal	riesig	4",,,
"Wal	Tier	4",,,
"Wal	Wasser	3",,,
"Wal	Ozean	3",,,
"Wal	Japan	3",,,
"Wal	Meeressäuger	2",,,
"Wal	Jagd	2",,,
"Wal	Blauwal	2",,,
"Wal	Lebertran	2",,,
"Wal	Strand	1",,,
"Wal	Pinocchio	1",,,
"Wal	Ross	1",,,
"Wal	Flosse	1",,,
"Wal	Walfleisch	1",,,
"Wal	Gestrandeter	1",,,
"Wal	furchtsam	1",,,
"Wal	Walnuss	1",,,
"Wal	Eskimo	1",,,
"Wal	Atlantik	1",,,
"Wal	Fang	1",,,
"Wal	Delphine	1",,,
"Wal	Orca	1",,,
"Wal	grau	1",,,
"Wal	Walhaut	1",,,
"Wal	Wellen	1",,,
"Wal	Gesänge	1",,,
"Wal	Walgesang	1",,,
"Wal	Steak	1",,,
"Wal	Greenpeace	1",,,
"Wal	Boote	1",,,
"Wal	prusten	1",,,
"Wal	Boot	1",,,
"Wal	Moby_Dick	1",,,
"Wal	Fische	1",,,
"Wal	Säuger	1",,,
"Wal	See	1",,,
"Wal	Bedrohung	1",,,
"Wal	Hai	1",,,
"Walnuss	Weihnachten	13",,,
"Walnuss	Baum	8",,,
"Walnuss	Nussknacker	7",,,
"Walnuss	knacken	6",,,
"Walnuss	Eichhörnchen	4",,,
"Walnuss	Nuss	3",,,
"Walnuss	Schale	3",,,
"Walnuss	sammeln	2",,,
"Walnuss	Herbst	2",,,
"Walnuss	Winter	2",,,
"Walnuss	hart	2",,,
"Walnuss	essen	2",,,
"Walnuss	Kern	2",,,
"Walnuss	Strauch	2",,,
"Walnuss	Torte	1",,,
"Walnuss	Kamin	1",,,
"Walnuss	Salat	1",,,
"Walnuss	Kuchen	1",,,
"Walnuss	ölhaltig	1",,,
"Walnuss	Nusskuchen	1",,,
"Walnuss	Weihnachtszeit	1",,,
"Walnuss	Baumnuss	1",,,
"Walnuss	Wurzel	1",,,
"Walnuss	lecker	1",,,
"Walnuss	Eiweiß	1",,,
"Walnuss	Nussschale	1",,,
"Walnuss	Öl	1",,,
"Walnuss	Honig	1",,,
"Walnuss	schmackhaft	1",,,
"Walnuss	Plätzchen	1",,,
"Walnuss	Gehirn	1",,,
"Walnuss	braun	1",,,
"Walnuss	Ofen	1",,,
"Walnuss	Eiscafe	1",,,
"Walnuss	gesund	1",,,
"Walnuss	Essen	1",,,
"Walnuss	bitter	1",,,
"Walnuss	knabbern	1",,,
"Walnuss	Frucht	1",,,
"Walnuss	Glühwein	1",,,
"Walnuss	Kokosnuss	1",,,
"Wasser	trinken	20",,,
"Wasser	Meer	17",,,
"Wasser	waschen	12",,,
"Wasser	schwimmen	12",,,
"Wasser	nass	11",,,
"Wasser	baden	7",,,
"Wasser	Durst	6",,,
"Wasser	Fluss	6",,,
"Wasser	kalt	6",,,
"Wasser	See	6",,,
"Wasser	flüssig	5",,,
"Wasser	fließen	3",,,
"Wasser	Boot	3",,,
"Wasser	Wasserhahn	3",,,
"Wasser	Regen	2",,,
"Wasser	Schwimmbad	2",,,
"Wasser	Flüssigkeit	2",,,
"Wasser	durchsichtig	2",,,
"Wasser	Bad	2",,,
"Wasser	Teich	2",,,
"Wasser	Leben	2",,,
"Wasser	Mineralwasser	2",,,
"Wasser	Bach	2",,,
"Wasser	gießen	2",,,
"Wasser	sauber	2",,,
"Wasser	H2O	2",,,
"Wasser	Hahn	2",,,
"Wasser	Limo	1",,,
"Wasser	Chemie-Unterricht	1",,,
"Wasser	Fall	1",,,
"Wasser	Leitung	1",,,
"Wasser	Anomalie	1",,,
"Wasser	Natur	1",,,
"Wasser	klar	1",,,
"Wasser	Welt	1",,,
"Wasser	durstig	1",,,
"Wasser	surfen	1",,,
"Wasser	Spaß	1",,,
"Wasser	Strom	1",,,
"Wasser	Ozean	1",,,
"Wasser	Wellen	1",,,
"Wasser	Kanal	1",,,
"Wasser	Erde	1",,,
"Wasser	Sprudel	1",,,
"Wasser	Badewanne	1",,,
"Wasser	plantschen	1",,,
"Wasser	löschen	1",,,
"Wasser	Tier	1",,,
"Wasser	Wasserski	1",,,
"Wasser	Tsunami	1",,,
"Wasser	Fisch	1",,,
"Wasser	Tropfen	1",,,
"Wasser	Pflanze	1",,,
"Wasser	Erfrischung	1",,,
"Wasser	Tonne	1",,,
"Wasser	Wasserstraße	1",,,
"Wasser	Mineralien	1",,,
"Wasser	duschen	1",,,
"Wasser	blau	1",,,
"Wasser	Chemie	1",,,
"Wasser	fließendes	1",,,
"Wasserfall	Wasser	5",,,
"Wasserfall	Natur	5",,,
"Wasserfall	Niagara	4",,,
"Wasserfall	Höhle	3",,,
"Wasserfall	Urlaub	3",,,
"Wasserfall	Gischt	3",,,
"Wasserfall	Fluss	3",,,
"Wasserfall	See	3",,,
"Wasserfall	tief	2",,,
"Wasserfall	hoch	2",,,
"Wasserfall	tosen	2",,,
"Wasserfall	spritzen	2",,,
"Wasserfall	laut	2",,,
"Wasserfall	Felsen	2",,,
"Wasserfall	nass	2",,,
"Wasserfall	Niagarafälle	2",,,
"Wasserfall	Berg	2",,,
"Wasserfall	Schaffhausen	1",,,
"Wasserfall	Frische	1",,,
"Wasserfall	Regen	1",,,
"Wasserfall	schön	1",,,
"Wasserfall	plätschern	1",,,
"Wasserfall	Kräfte	1",,,
"Wasserfall	Walze	1",,,
"Wasserfall	Triberger_Wasserfälle	1",,,
"Wasserfall	Rinnsal	1",,,
"Wasserfall	Angst	1",,,
"Wasserfall	runter	1",,,
"Wasserfall	Feuchtigkeit	1",,,
"Wasserfall	Sturz	1",,,
"Wasserfall	Kraft	1",,,
"Wasserfall	rauschen	1",,,
"Wasserfall	wandern	1",,,
"Wasserfall	Türkei	1",,,
"Wasserfall	riesig	1",,,
"Wasserfall	Berge	1",,,
"Wasserfall	Hoch	1",,,
"Wasserfall	Naturwunder	1",,,
"Wasserfall	Ausflug	1",,,
"Wasserfall	fallen	1",,,
"Wasserfall	Tiefe	1",,,
"Wasserfall	Nebel	1",,,
"Wasserfall	spazierengehen	1",,,
"Wasserfall	Stromschnellen	1",,,
"Wasserfall	Geschwindigkeit	1",,,
"Wasserfall	Sherlock_Holmes	1",,,
"Wasserfall	Dunst	1",,,
"Wasserfall	Tropen	1",,,
"Wasserfall	Dschungel	1",,,
"Wasserfall	Afrika	1",,,
"Wasserfall	kalt	1",,,
"Wasserfall	Touristen	1",,,
"Wasserfall	Tropfen	1",,,
"Wasserfall	wunderschön	1",,,
"Wasserfall	Dusche	1",,,
"Wasserfall	Schuh	1",,,
"Wasserfall	Amazonas	1",,,
"Wasserhahn	Wasser	7",,,
"Wasserhahn	Bad	6",,,
"Wasserhahn	warm	4",,,
"Wasserhahn	Becken	4",,,
"Wasserhahn	Tropfen	4",,,
"Wasserhahn	waschen	4",,,
"Wasserhahn	Waschbecken	3",,,
"Wasserhahn	Küche	3",,,
"Wasserhahn	fließen	3",,,
"Wasserhahn	kalt	3",,,
"Wasserhahn	tropfen	3",,,
"Wasserhahn	Badezimmer	3",,,
"Wasserhahn	öffnen	2",,,
"Wasserhahn	trinken	2",,,
"Wasserhahn	Chrom	1",,,
"Wasserhahn	Kultur	1",,,
"Wasserhahn	Edelstahl	1",,,
"Wasserhahn	Abrechnung	1",,,
"Wasserhahn	Spülbecken	1",,,
"Wasserhahn	Armatur	1",,,
"Wasserhahn	zudrehen	1",,,
"Wasserhahn	undicht	1",,,
"Wasserhahn	tropfende	1",,,
"Wasserhahn	Leitung	1",,,
"Wasserhahn	Mischbatterie	1",,,
"Wasserhahn	Messing	1",,,
"Wasserhahn	Hebel	1",,,
"Wasserhahn	Wasserleitung	1",,,
"Wasserhahn	glänzend	1",,,
"Wasserhahn	Duschen	1",,,
"Wasserhahn	aufdrehen	1",,,
"Wasserhahn	Laufende	1",,,
"Wasserhahn	drehen	1",,,
"Wasserhahn	Fasshahn	1",,,
"Wasserhahn	Strahl	1",,,
"Wasserhahn	nass	1",,,
"Wasserhahn	Spüle	1",,,
"Wasserhahn	Fasszapfen	1",,,
"Wasserhahn	tropft	1",,,
"Wasserhahn	Metall	1",,,
"Wasserhahn	Amaturen	1",,,
"Wasserhahn	Trinkwasser	1",,,
"Wasserhahn	Technik	1",,,
"Wasserhahn	schließen	1",,,
"Wasserhahn	Hygiene	1",,,
"Wasserhahn	Wanne	1",,,
"Wasserhahn	Zulauf	1",,,
"Wasserhahn	Gartenschlauch	1",,,
"Wasserhahn	Dusche	1",,,
"Wasserhahn	Hahn	1",,,
"Wasserhahn	Silber	1",,,
"Wassermelone	Sommer	10",,,
"Wassermelone	saftig	9",,,
"Wassermelone	Kerne	8",,,
"Wassermelone	rot	8",,,
"Wassermelone	süß	7",,,
"Wassermelone	Frucht	6",,,
"Wassermelone	grün	5",,,
"Wassermelone	rund	3",,,
"Wassermelone	essen	2",,,
"Wassermelone	Grün	2",,,
"Wassermelone	frisch	2",,,
"Wassermelone	Melone	2",,,
"Wassermelone	Balkon	1",,,
"Wassermelone	Kühlschrank	1",,,
"Wassermelone	Kugel	1",,,
"Wassermelone	schmatzen	1",,,
"Wassermelone	Wasser	1",,,
"Wassermelone	Plantage	1",,,
"Wassermelone	groß	1",,,
"Wassermelone	Vitamine	1",,,
"Wassermelone	Schale	1",,,
"Wassermelone	ror	1",,,
"Wassermelone	lecker	1",,,
"Wassermelone	ernten	1",,,
"Wassermelone	Gemüse	1",,,
"Wassermelone	Rose	1",,,
"Wassermelone	Kürbisart	1",,,
"Wassermelone	Durstlöscher	1",,,
"Wassermelone	kalt	1",,,
"Wassermelone	Samen	1",,,
"Wassermelone	Obst	1",,,
"Wassermelone	schwer	1",,,
"Wassermelone	Wodka	1",,,
"Wassermelone	Keil	1",,,
"Wassermelone	Türken	1",,,
"Wassermelone	Honigmelone	1",,,
"Wasserwaage	gerade	9",,,
"Wasserwaage	Handwerker	6",,,
"Wasserwaage	Werkzeug	5",,,
"Wasserwaage	Maurer	4",,,
"Wasserwaage	Genauigkeit	4",,,
"Wasserwaage	messen	4",,,
"Wasserwaage	bauen	4",,,
"Wasserwaage	Lot	3",,,
"Wasserwaage	Libelle	3",,,
"Wasserwaage	waagerecht	2",,,
"Wasserwaage	ausrichten	2",,,
"Wasserwaage	Blase	2",,,
"Wasserwaage	Gleichgewicht	2",,,
"Wasserwaage	Bau	1",,,
"Wasserwaage	Vater	1",,,
"Wasserwaage	Meter	1",,,
"Wasserwaage	Horizontale	1",,,
"Wasserwaage	Messgerät	1",,,
"Wasserwaage	Wasser	1",,,
"Wasserwaage	grün	1",,,
"Wasserwaage	heimwerken	1",,,
"Wasserwaage	Sonne	1",,,
"Wasserwaage	Baugerüst	1",,,
"Wasserwaage	durchsichtig	1",,,
"Wasserwaage	Tischler	1",,,
"Wasserwaage	Bilder	1",,,
"Wasserwaage	Messwerkzeug	1",,,
"Wasserwaage	Hausbau	1",,,
"Wasserwaage	Sternbild	1",,,
"Wasserwaage	Mauer	1",,,
"Wasserwaage	gelb	1",,,
"Wasserwaage	Baustelle	1",,,
"Wasserwaage	renovieren	1",,,
"Wasserwaage	Keller	1",,,
